@relation 'prova-weka.filters.unsupervised.attribute.Reorder-R2,1'

@attribute text string
@attribute classPol {0,4}

@data
'  pleasee come to birmingham again soon im missin yuu lot xx especially jb xx',0
'  aww i would no car though and i need sleep one day',0
' forearms hurt from wii punchout',0
'  i can\'t because the family is lame and watching rugby',0
'  im just about 2 find out prob lost 0 5 stone',0
'  effing awful URL',0
'  effing awful -  effing awful URL',0
' i didn\'t take a nap today STRLAUGH',0
'  it always does very annoying',0
' i\'m supposed to be studying for tests',0
' ok time to get this webkit working once and for all don\'t you just love net 2 0',0
'  sister until i could find a new place i\'m still finding things missing and atm i don\'t have the money to replace them',0
' i\'m so tired still eating my chicken x hehe my lil\' sis is watching some crazy cartoons it\'s so annoying',0
' spending too much time browsing the net when i should be checking a map and happy birthday mum - sorry you got your pressie early',0
' i need a plan to workout',0
' why does cipro make me want to puke',0
'  just online',0
' way i can\'t put pic',0
'  it doesn\'t work in the search hashtag is too long',0
'  my one aint gorge at all nite x x',0
' it feels like someone\'s hitting my head with a hammer ooww',0
'  i\'m broke too',0
' death from above 1979 is another band that i just can\'t live without too bad they broke up',0
'  thanks for the prompt i\'ll try and get something to you later today but i\'m a bit back to back meetings',0
' moving the boyfriend to his new apartment today no tears today well maybe 1 or 2',0
' awake but still not feeling too good a bit headachey and coldified and got lots to do my inbox when crazy this morning',0
' please mr tax man i just want my money back you have been emergency taxing me for nearly a year now',0
' is loving you but leaving you mwah',0
'  still at least you only have today to go ive got today and tomorrow then my weekend kicks in what made you angry',0
' sorry tweeple i\'m still feeling pretty miserable so my tweeting isn\'t up to par',0
'  i believe you\'re right miss linow but melbourne so far away',0
'  i hope ur ok thinking about u',0
' no i recorder it last night lol o well will still watch it tho x',0
' being sick doesn\'t help my already tight dissertation-writing schedule at all fb',0
' ok im off to bed goodnight everyone <33 p s i still cant believe adam lambert didn\'t win american idol',0
' goodnight twitterland i have to wake up at 7 that\'s really early for me',0
' off school for the past week now braces and ear hurts like hell',0
' has no power at all to his house what am i gonna do',0
'  a good weekend for celebrating birthdays - morrissey  and moi if only i had a sniff of their talents',0
'   r can\'t stand reading anoop-caw-caw must decide whether i like truth that hurts or living in lie',0
'  someone else was having probs too',0
'  the lax club don\'t say that baka layuan ako',0
' too sunny to be in the office - looking forward to getting in the sea this weekend boots and gloves me thinks a little surf i hope',0
' my back hurts from this stupid lounge furniture the things i go through just for some internet',0
' isplayer has died sorry',0
' i\'m so exhausted i look like i\'m stoned',0
'  la i kept turning him around but he wouldn\'t take no for an answer',0
' i\'m so bored someone entertain me lol',0
'  i want to but the link is broken',0
'  i wish i could make myself try sushi i\'ll probably hate it but i\'d like to know i\'m a pussy when it comes to trying new food',0
' bakuman i still dont like aoki but it was sorta touching in the end she\'s sorta like my mom who put my dad thru hell STRLAUGH',0
' each time i close my eyes i often think of the moment mr pyon fighting still sad',0
' i cant sleep',0
' been called rafa benitez & joey from friends',0
' i hear you cassie my date cancelled home alone tonight',0
' iphone 3 0 beta 5 simulator performance 2 2 1 uitableview cells 2 2 1 3 0 beta 5 cell',0
'  veronica try get some rest eat lots of umm i dont know what they eat in london the most but lots of yummy things i miss you xx',0
' cramming is not happening can not contentrate with this pain i hate exams and backs',0
' does someone know who\'s the real jennette mccurdy',0
' watchin britains got talent omg its shite lol its lovely the day but for how long x',0
' is still in fucking hospital and really fucking over it this was to be my one friday night out with friends',0
' in absolute agony with my back after playing golf last night not good for my run on monday - can\'t walk without sciatic nerve pains',0
' i am installing a wow patch - but it takes to long',0
'  i\'m so excited u guys r coming i hope i can go got graduation that weekend busy busy but stoked',0
'  they\'re all pretty STRLAUGH aww it\'s interesting just watch until the results',0
'  you dont like him i love him \">',0
' need to do so much but so little time',0
'  no but thanks for the offer my hormone treatment isnt working and at this point looks like surgery is in my near future',0
' i need to be on the night shift next week any suggestions on how to change my dayshift body clock for monday 9pm shift next week',0
' have a really stiff and achey knee this morning',0
' feel like death now',0
' not that good of a trip to the casino',0
'  aww poor you',0
' watching american idol but i already no who wins thanks to twitter',0
' my camera broke today so upset but i am sending it to fix so i really hope they can fix it before next week or so d',0
' i love the wedding video so sweet i hate that i missed it',0
'  thanks a lot but wait does it really say so the site runs on dreamhost\'s servers such a problem shouldn\'t occur',0
' i won\'t be seeing ali in june after all very disappointed',0
' ok so in work no phones allowed now so have had to sneak around just to tweet i think i shall start a hash tag ninjatweet',0
' im the only 1 in science xox',0
' mommy made the flight with mesa and idk i just have a feeling either going to or being in oahu and i really dont like it',0
' sleep is a good thing so why don\'t i get any of it',0
' have broken my mobile dropped on floor now in 2 pieces but despite trying my body\'s electricity will not connect screen to keypad ; ;',0
'  i can\'t find my cat',0
' on my leg',0
'  yesterday was a holiday here should have just made it a 4-day weekend',0
' dang it\'s 5am i woke up at 4am and can\'t go back to sleep',0
' sleepless nights suck i wish i had my baby wit me',0
'  muni i feel your pain - got in to the office at 6 30 this morning',0
'  what time will you be kuching round in bristol til i have election training after work so won\'t make it in time for your gig',0
'  american idol runner up he didn\'t win',0
'  oi spoiler - - i hvnt had time these 2 weeks to keep up with all the tv series i follow',0
' craving regular lays im fat im so hungry /',0
' it\'s bad when the friday starts by compiling a to-do list for the weekend',0
'  irock aww i\'m up aayyee lol',0
' bout to tune in to  for the last time till tuesday will have major face-off withdrawl by then lol',0
'  why aren\'t you doing t4 on the beach this year this is like your first year of not doing it',0
' i\'ve just realised how crap belfast is for teenagers',0
' really don\'t want to go out shopping in the rain',0
'  31st may i won\'t be in sg though check out URL',0
' needs to be able to use the aircon in his room atleast at night during the summer dammit URL',0
' aa coming to get my car and tow to the garage if they can\'t fix it',0
' rt  happy 5th bday to my godson rj i wish i could just visit but he\'s in guam and my cousin beth\'s due date is tod',0
'  no offence 2 kris but adam shuda won',0
